"","Date","Adj.Close","Volume","SMA_50","rsi","GSPC"
"2003-04-29","2003-04-29",1.4445,210528000,1.24459,59.9585761436239,917.840026855469
"2003-04-30","2003-04-30",1.4345,189000000,1.25189,59.5081263775478,916.919982910156
"2003-05-01","2003-05-01",1.433,153784000,1.25936,59.4397760100839,916.299987792969
"2003-05-02","2003-05-02",1.4715,197688000,1.26743,60.6242739387994,930.080017089844
"2003-05-05","2003-05-05",1.498,222726000,1.27561,61.4156862381145,926.549987792969
"2003-05-06","2003-05-06",1.544,279248000,1.28471,62.7420991471962,934.390014648438
"2003-05-07","2003-05-07",1.535,207036000,1.29353,62.3144199565697,929.619995117188
"2003-05-08","2003-05-08",1.5225,170270000,1.30234,61.7181976568603,920.27001953125
"2003-05-09","2003-05-09",1.548,119634000,1.31168,62.4657691509587,933.409973144531
"2003-05-12","2003-05-12",1.585,144938000,1.32137,63.5205112854042,945.109985351562
"2003-05-13","2003-05-13",1.6475,316890000,1.33251,65.2058104743642,942.299987792969
"2003-05-14","2003-05-14",1.63,159864000,1.34284,64.3563316240496,939.280029296875
"2003-05-15","2003-05-15",1.6315,103846000,1.35305,64.3968995868535,946.669982910156
"2003-05-16","2003-05-16",1.6525,152882000,1.36341,64.9665174634668,944.299987792969
"2003-05-19","2003-05-19",1.578,195270000,1.372,61.4098392741537,920.77001953125
"2003-05-20","2003-05-20",1.574,161324000,1.3806,61.2262007229003,919.72998046875
"2003-05-21","2003-05-21",1.5875,104006000,1.38957,61.6214462800947,923.419982910156
"2003-05-22","2003-05-22",1.65,169798000,1.39921,63.3846899213052,931.869995117188
"2003-05-23","2003-05-23",1.636,141264000,1.40751,62.7259844704555,933.219970703125
"2003-05-27","2003-05-27",1.7425,244508000,1.41765,65.5083719212085,951.47998046875
"2003-05-28","2003-05-28",1.743,181062000,1.42596,65.5207040076647,953.219970703125
"2003-05-29","2003-05-29",1.7775,186832000,1.43473,66.3672227684529,949.640014648438
"2003-05-30","2003-05-30",1.7945,203806000,1.44408,66.7773467851185,963.590026855469
"2003-06-02","2003-06-02",1.77,191054000,1.45203,65.6009470692161,967
"2003-06-03","2003-06-03",1.7615,201918000,1.45933,65.1943528007187,971.559997558594
"2003-06-04","2003-06-04",1.7695,186668000,1.46849,65.4003068237132,986.239990234375
"2003-06-05","2003-06-05",1.776,143874000,1.47711,65.5692202689423,990.140014648438
"2003-06-06","2003-06-06",1.6675,227618000,1.4827,60.5354682437318,987.760009765625
"2003-06-09","2003-06-09",1.684,168768000,1.48861,61.0000729529248,975.929992675781
"2003-06-10","2003-06-10",1.7035,193272000,1.4955,61.5460107065033,984.840026855469
"2003-06-11","2003-06-11",1.7325,154928000,1.50412,62.3458955306615,997.47998046875
"2003-06-12","2003-06-12",1.76,140650000,1.51378,63.0888360954888,998.510009765625
"2003-06-13","2003-06-13",1.7065,120236000,1.52153,60.7108883307916,988.609985351562
"2003-06-16","2003-06-16",1.792,142558000,1.53072,62.9859993851179,1010.73999023438
"2003-06-17","2003-06-17",1.792,164998000,1.54034,62.9859993851179,1011.65997314453
"2003-06-18","2003-06-18",1.7925,224136000,1.54937,62.9990449706016,1010.09002685547
"2003-06-19","2003-06-19",1.775,119762000,1.55835,62.215844286303,994.700012207031
"2003-06-20","2003-06-20",1.752,140250000,1.56833,61.1955588668277,995.690002441406
"2003-06-23","2003-06-23",1.779,168146000,1.57824,61.9431505306318,981.640014648438
"2003-06-24","2003-06-24",1.77,163544000,1.58789,61.5398820642217,983.450012207031
"2003-06-25","2003-06-25",1.7695,133180000,1.59823,61.5171800549971,975.320007324219
"2003-06-26","2003-06-26",1.836,205848000,1.60982,63.3520851770968,985.820007324219
"2003-06-27","2003-06-27",1.815,135130000,1.62174,62.3934448264072,976.219970703125
"2003-06-30","2003-06-30",1.816,102878000,1.63307,62.4210737650771,974.5
"2003-07-01","2003-07-01",1.8625,144856000,1.64507,63.6870350164409,982.320007324219
"2003-07-02","2003-07-02",1.8925,121722000,1.65734,64.4749060292589,993.75
"2003-07-03","2003-07-03",1.896,76920000,1.66983,64.5664281034769,985.700012207031
"2003-07-07","2003-07-07",1.9525,133946000,1.68376,66.0089139429723,1004.41998291016
"2003-07-08","2003-07-08",2.0255,242908000,1.6953,67.7403458928821,1007.84002685547
"2003-07-09","2003-07-09",2.025,156644000,1.70669,67.7162400470226,1002.21002197266
"2003-07-10","2003-07-10",1.9125,176512000,1.71605,62.6012350343468,988.700012207031
"2003-07-11","2003-07-11",1.8825,231198000,1.72501,61.3404468518045,998.140014648438
"2003-07-14","2003-07-14",1.9635,173806000,1.73562,63.3728076153889,1003.85998535156
